"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"8635","FDP27","OUT046",1666.82872917038
"8636","FDO38","OUT010",263.26925361552
"8637","FDE28","OUT027",1666.82872917038
"8638","FDO27","OUT035",1666.82872917038
"8639","DRL23","OUT027",1666.82872917038
"8640","FDS28","OUT046",1666.82872917038
"8641","FDX24","OUT013",3064.09172
"8642","FDZ02","OUT035",1666.82872917038
"8643","FDL46","OUT045",263.26925361552
"8644","FDS60","OUT027",1065.11726817213
"8645","NCO06","OUT017",1065.11726817213
"8646","FDO16","OUT035",1065.11726817213
"8647","FDC60","OUT049",1065.11726817213
"8648","FDA48","OUT018",1065.11726817213
"8649","FDZ36","OUT027",1065.11726817213
"8650","FDK27","OUT045",1065.11726817213
"8651","FDW23","OUT018",116.801537301587
"8652","FDM14","OUT018",1065.11726817213
"8653","FDM14","OUT013",509.407597934869
"8654","FDW60","OUT018",509.407597934869
"8655","FDE21","OUT013",509.407597934869
"8656","NCM42","OUT035",509.407597934869
"8657","FDY59","OUT010",509.407597934869
"8658","DRI49","OUT049",509.407597934869
"8659","FDT28","OUT019",116.801537301587
"8660","FDQ22","OUT018",509.407597934869
"8661","FDR60","OUT049",509.407597934869
"8662","FDC50","OUT019",116.801537301587
"8663","FDV24","OUT013",1065.11726817213
"8664","DRF48","OUT010",1065.11726817213
"8665","FDQ47","OUT046",1065.11726817213
"8666","DRN36","OUT049",1065.11726817213
"8667","NCY06","OUT035",1065.11726817213
"8668","FDE52","OUT035",1065.11726817213
"8669","NCB54","OUT045",1065.11726817213
"8670","NCF31","OUT035",1065.11726817213
"8671","FDJ08","OUT027",509.407597934869
"8672","NCC07","OUT017",509.407597934869
"8673","NCD19","OUT027",509.407597934869
"8674","FDL46","OUT049",509.407597934869
"8675","FDM20","OUT045",116.801537301587
"8676","NCI06","OUT010",509.407597934869
"8677","DRM11","OUT035",509.407597934869
"8678","NCH07","OUT018",509.407597934869
"8679","FDS23","OUT013",509.407597934869
"8680","FDO49","OUT018",509.407597934869
"8681","FDS35","OUT049",116.801537301587
"8682","DRK39","OUT045",509.407597934869
"8683","DRI39","OUT049",509.407597934869
"8684","FDV04","OUT017",509.407597934869
"8685","NCN14","OUT035",509.407597934869
"8686","FDH08","OUT013",509.407597934869
"8687","FDS20","OUT046",509.407597934869
"8688","FDV40","OUT049",116.801537301587
"8689","FDZ48","OUT010",509.407597934869
"8690","FDS24","OUT027",1065.11726817213
"8691","FDK44","OUT049",1065.11726817213
"8692","FDS48","OUT045",1065.11726817213
"8693","FDK26","OUT010",1065.11726817213
"8694","FDD23","OUT045",116.801537301587
"8695","NCH54","OUT017",1065.11726817213
"8696","NCP14","OUT010",1065.11726817213
"8697","FDM60","OUT010",1065.11726817213
"8698","FDV24","OUT017",1065.11726817213
"8699","FDH08","OUT018",1666.82872917038
"8700","FDS12","OUT027",1666.82872917038
"8701","FDR39","OUT027",1666.82872917038
"8702","FDP12","OUT027",1666.82872917038
"8703","DRF60","OUT027",1666.82872917038
"8704","FDC09","OUT035",3064.09172
"8705","FDF50","OUT018",1666.82872917038
"8706","FDG28","OUT035",1666.82872917038
"8707","NCE19","OUT017",1065.11726817213
"8708","NCM53","OUT010",1065.11726817213
"8709","NCN18","OUT049",1065.11726817213
"8710","FDF32","OUT035",116.801537301587
"8711","FDF11","OUT013",1065.11726817213
"8712","DRI59","OUT049",1065.11726817213
"8713","NCG54","OUT035",1065.11726817213
"8714","FDM44","OUT046",1065.11726817213
"8715","FDT57","OUT018",1065.11726817213
"8716","FDV24","OUT046",1065.11726817213
"8717","FDI50","OUT019",116.801537301587
"8718","FDS09","OUT035",1065.11726817213
"8719","NCC31","OUT027",1065.11726817213
"8720","FDQ07","OUT019",1065.11726817213
"8721","FDC22","OUT017",1065.11726817213
"8722","FDZ56","OUT046",1065.11726817213
"8723","FDZ40","OUT019",1065.11726817213
"8724","FDS46","OUT027",1065.11726817213
"8725","DRD24","OUT045",116.801537301587
"8726","FDV45","OUT017",1065.11726817213
"8727","FDL26","OUT045",1065.11726817213
"8728","FDA56","OUT018",1065.11726817213
"8729","FDN27","OUT046",116.801537301587
"8730","FDM20","OUT049",1065.11726817213
"8731","FDO16","OUT017",1065.11726817213
"8732","FDL03","OUT035",116.801537301587
"8733","FDE58","OUT046",1065.11726817213
"8734","FDI02","OUT027",1065.11726817213
"8735","NCC55","OUT019",1065.11726817213
"8736","FDR03","OUT018",2388.12603163539
"8737","FDB14","OUT017",2388.12603163539
"8738","FDR45","OUT013",263.26925361552
"8739","NCN07","OUT017",2388.12603163539
"8740","FDM51","OUT019",2388.12603163539
"8741","FDT52","OUT027",2388.12603163539
"8742","FDL26","OUT046",3064.09172
"8743","NCZ42","OUT046",2388.12603163539
"8744","DRI47","OUT019",2388.12603163539
"8745","FDW40","OUT013",1666.82872917038
"8746","FDN34","OUT046",1666.82872917038
"8747","FDS01","OUT035",1666.82872917038
"8748","NCG55","OUT045",1666.82872917038
"8749","FDC11","OUT035",1666.82872917038
"8750","FDX35","OUT018",263.26925361552
"8751","NCB06","OUT046",1666.82872917038
"8752","FDR09","OUT019",1666.82872917038
"8753","FDC53","OUT017",3064.09172
"8754","FDY45","OUT013",509.407597934869
"8755","FDA22","OUT010",116.801537301587
"8756","FDE02","OUT035",509.407597934869
"8757","FDW21","OUT045",509.407597934869
"8758","FDV34","OUT046",509.407597934869
"8759","FDS59","OUT049",509.407597934869
"8760","NCW17","OUT017",509.407597934869
"8761","NCK54","OUT046",509.407597934869
"8762","FDG17","OUT019",509.407597934869
"8763","FDG35","OUT017",116.801537301587
"8764","FDD08","OUT010",2388.12603163539
"8765","NCO07","OUT017",2388.12603163539
"8766","FDJ10","OUT010",263.26925361552
"8767","FDW36","OUT017",2388.12603163539
"8768","FDW21","OUT010",2388.12603163539
"8769","FDY19","OUT017",3064.09172
"8770","DRE03","OUT013",2388.12603163539
"8771","NCC55","OUT049",2388.12603163539
"8772","FDH52","OUT010",2388.12603163539
"8773","FDO09","OUT017",1666.82872917038
"8774","FDU43","OUT045",1666.82872917038
"8775","FDX09","OUT010",1666.82872917038
"8776","FDH40","OUT019",1666.82872917038
"8777","FDW58","OUT017",263.26925361552
"8778","FDC47","OUT017",1666.82872917038
"8779","NCR41","OUT035",1666.82872917038
"8780","DRG49","OUT035",3064.09172
"8781","FDC52","OUT027",1666.82872917038
"8782","FDY13","OUT046",2388.12603163539
"8783","FDY35","OUT013",2388.12603163539
"8784","FDI35","OUT017",3064.09172
"8785","NCU18","OUT049",2388.12603163539
"8786","FDY33","OUT018",263.26925361552
"8787","FDC15","OUT027",2388.12603163539
"8788","FDU01","OUT049",263.26925361552
"8789","NCU42","OUT046",2388.12603163539
"8790","NCV29","OUT018",2388.12603163539
"8791","NCY30","OUT017",2388.12603163539
"8792","FDQ46","OUT049",1065.11726817213
"8793","FDG58","OUT027",116.801537301587
"8794","FDK33","OUT017",1065.11726817213
"8795","NCD07","OUT045",1065.11726817213
"8796","NCX29","OUT027",1065.11726817213
"8797","NCT42","OUT013",1065.11726817213
"8798","DRN59","OUT035",1065.11726817213
"8799","FDI44","OUT035",1065.11726817213
"8800","FDA45","OUT049",1065.11726817213
"8801","FDP31","OUT045",116.801537301587
"8802","FDY01","OUT046",1666.82872917038
"8803","FDT09","OUT018",1666.82872917038
"8804","DRH03","OUT027",1666.82872917038
"8805","FDA36","OUT018",1666.82872917038
"8806","NCF31","OUT017",263.26925361552
"8807","FDG14","OUT049",1666.82872917038
"8808","FDG28","OUT027",3064.09172
"8809","FDU14","OUT049",1666.82872917038
"8810","FDY47","OUT019",1666.82872917038
"8811","FDI56","OUT049",3064.09172
"8812","DRD01","OUT013",2388.12603163539
"8813","FDM22","OUT046",2388.12603163539
"8814","FDH33","OUT013",2388.12603163539
"8815","DRZ24","OUT013",2388.12603163539
"8816","NCQ38","OUT046",263.26925361552
"8817","FDO16","OUT027",2388.12603163539
"8818","FDU07","OUT027",2388.12603163539
"8819","NCB07","OUT013",2388.12603163539
"8820","FDU48","OUT045",1666.82872917038
"8821","NCM43","OUT045",1666.82872917038
"8822","FDR31","OUT010",1666.82872917038
"8823","DRK49","OUT018",1666.82872917038
"8824","NCI30","OUT010",263.26925361552
"8825","DRD60","OUT017",1666.82872917038
"8826","NCG19","OUT046",1666.82872917038
"8827","FDH12","OUT035",1666.82872917038
"8828","FDM32","OUT035",3064.09172
"8829","FDM27","OUT035",1065.11726817213
"8830","NCU53","OUT027",1065.11726817213
"8831","NCQ18","OUT046",1065.11726817213
"8832","FDS10","OUT013",1065.11726817213
"8833","FDB33","OUT027",1065.11726817213
"8834","FDI12","OUT013",116.801537301587
"8835","NCW42","OUT013",1065.11726817213
"8836","NCC06","OUT018",1065.11726817213
"8837","FDW02","OUT017",1065.11726817213
"8838","NCD43","OUT017",1666.82872917038
"8839","FDM57","OUT018",1666.82872917038
"8840","FDA58","OUT017",263.26925361552
"8841","FDK56","OUT046",3064.09172
"8842","FDP52","OUT045",1666.82872917038
"8843","FDW20","OUT018",1666.82872917038
"8844","FDS52","OUT049",1666.82872917038
"8845","NCT29","OUT018",1666.82872917038
"8846","NCL54","OUT013",1666.82872917038
"8847","FDC05","OUT045",1065.11726817213
"8848","FDF34","OUT035",1065.11726817213
"8849","FDP03","OUT027",1065.11726817213
"8850","FDD32","OUT010",1065.11726817213
"8851","FDZ10","OUT045",1065.11726817213
"8852","FDZ40","OUT035",1065.11726817213
"8853","FDD51","OUT018",1065.11726817213
"8854","NCY30","OUT019",1065.11726817213
"8855","FDP58","OUT017",509.407597934869
"8856","FDV49","OUT017",509.407597934869
"8857","FDY24","OUT019",509.407597934869
"8858","NCO55","OUT017",509.407597934869
"8859","FDR13","OUT017",509.407597934869
"8860","FDS51","OUT017",509.407597934869
"8861","FDP26","OUT045",509.407597934869
"8862","NCB54","OUT027",116.801537301587
"8863","FDF32","OUT017",509.407597934869
"8864","FDN31","OUT018",509.407597934869
"8865","DRM48","OUT017",509.407597934869
"8866","FDN20","OUT049",509.407597934869
"8867","DRL01","OUT046",509.407597934869
"8868","FDV56","OUT049",509.407597934869
"8869","DRH13","OUT027",509.407597934869
"8870","FDA03","OUT017",509.407597934869
"8871","FDF47","OUT027",1065.11726817213
"8872","FDX32","OUT046",1065.11726817213
"8873","FDX57","OUT049",1065.11726817213
"8874","NCA30","OUT045",1065.11726817213
"8875","FDO49","OUT013",1065.11726817213
"8876","FDL04","OUT019",1065.11726817213
"8877","DRM48","OUT035",1065.11726817213
"8878","FDR16","OUT013",1065.11726817213
"8879","NCC19","OUT018",116.801537301587
"8880","NCE42","OUT045",116.801537301587
"8881","FDY24","OUT017",2388.12603163539
"8882","FDH19","OUT049",263.26925361552
"8883","FDJ46","OUT013",2388.12603163539
"8884","FDN45","OUT010",263.26925361552
"8885","FDY08","OUT035",2388.12603163539
"8886","FDZ37","OUT035",2388.12603163539
"8887","NCT30","OUT045",2388.12603163539
"8888","DRY23","OUT018",3064.09172
"8889","NCZ30","OUT018",2388.12603163539
"8890","FDC44","OUT018",2388.12603163539
"8891","FDB45","OUT035",1666.82872917038
"8892","FDY04","OUT013",1666.82872917038
"8893","FDM27","OUT046",263.26925361552
"8894","FDZ43","OUT017",263.26925361552
"8895","FDT39","OUT019",1666.82872917038
"8896","NCC06","OUT019",1666.82872917038
"8897","FDL15","OUT027",1666.82872917038
"8898","FDL57","OUT017",1666.82872917038
"8899","FDU08","OUT046",3064.09172
"8900","FDK40","OUT017",1666.82872917038
"8901","FDQ12","OUT010",2388.12603163539
"8902","FDS48","OUT017",2388.12603163539
"8903","FDP09","OUT045",2388.12603163539
"8904","FDW21","OUT049",2388.12603163539
"8905","FDY25","OUT035",2388.12603163539
"8906","DRE13","OUT017",2388.12603163539
"8907","FDV43","OUT019",3064.09172
"8908","FDD22","OUT045",2388.12603163539
"8909","FDM46","OUT019",263.26925361552
"8910","NCO30","OUT010",116.801537301587
"8911","FDM25","OUT046",116.801537301587
"8912","NCN41","OUT049",509.407597934869
"8913","FDU24","OUT045",509.407597934869
"8914","FDZ50","OUT046",509.407597934869
"8915","FDP45","OUT013",509.407597934869
"8916","NCM54","OUT045",509.407597934869
"8917","FDW10","OUT019",509.407597934869
"8918","FDP20","OUT017",509.407597934869
"8919","FDK32","OUT046",509.407597934869
"8920","FDN52","OUT049",1065.11726817213
"8921","FDM58","OUT045",1065.11726817213
"8922","FDZ46","OUT027",1065.11726817213
"8923","NCA18","OUT018",1065.11726817213
"8924","FDD35","OUT046",1065.11726817213
"8925","NCK31","OUT035",1065.11726817213
"8926","FDI40","OUT027",1065.11726817213
"8927","FDT50","OUT019",1065.11726817213
"8928","NCT06","OUT046",1666.82872917038
"8929","FDT31","OUT035",1666.82872917038
"8930","FDT45","OUT049",3064.09172
"8931","FDT13","OUT045",1666.82872917038
"8932","FDO50","OUT045",1666.82872917038
"8933","NCU18","OUT010",1666.82872917038
"8934","NCR54","OUT049",1666.82872917038
"8935","NCO18","OUT018",1666.82872917038
"8936","FDU09","OUT045",1065.11726817213
"8937","FDT13","OUT018",116.801537301587
"8938","FDE09","OUT046",1065.11726817213
"8939","NCK53","OUT019",1065.11726817213
"8940","FDG45","OUT049",1065.11726817213
"8941","DRH15","OUT035",1065.11726817213
"8942","FDO21","OUT019",1065.11726817213
"8943","FDD14","OUT027",1065.11726817213
"8944","FDC09","OUT046",116.801537301587
"8945","FDH45","OUT027",1065.11726817213
"8946","FDV32","OUT046",509.407597934869
"8947","FDG12","OUT035",509.407597934869
"8948","FDS32","OUT013",509.407597934869
"8949","NCL55","OUT018",509.407597934869
"8950","DRE01","OUT035",509.407597934869
"8951","DRE15","OUT049",116.801537301587
"8952","NCL42","OUT045",509.407597934869
"8953","FDP31","OUT013",509.407597934869
"8954","FDN33","OUT018",509.407597934869
"8955","FDZ59","OUT046",116.801537301587
"8956","FDE45","OUT010",1065.11726817213
"8957","FDJ07","OUT013",1065.11726817213
"8958","FDQ45","OUT018",1065.11726817213
"8959","FDM33","OUT027",1065.11726817213
"8960","FDO15","OUT010",1065.11726817213
"8961","FDM46","OUT013",1065.11726817213
"8962","FDR03","OUT045",1065.11726817213
"8963","FDY49","OUT018",1065.11726817213
"8964","FDQ60","OUT045",116.801537301587
"8965","FDW10","OUT049",1666.82872917038
"8966","FDO51","OUT049",1666.82872917038
"8967","FDJ40","OUT018",1666.82872917038
"8968","FDS20","OUT018",1666.82872917038
"8969","FDU45","OUT013",1666.82872917038
"8970","FDV02","OUT035",263.26925361552
"8971","FDN09","OUT046",3064.09172
"8972","NCM55","OUT027",1666.82872917038
"8973","FDN23","OUT018",1666.82872917038
"8974","FDY31","OUT010",1065.11726817213
"8975","FDW03","OUT010",116.801537301587
"8976","FDD14","OUT046",1065.11726817213
"8977","FDV23","OUT017",1065.11726817213
"8978","DRI03","OUT045",1065.11726817213
"8979","FDN13","OUT035",1065.11726817213
"8980","FDF45","OUT027",1065.11726817213
"8981","FDU46","OUT035",1065.11726817213
"8982","FDB57","OUT049",1065.11726817213
"8983","FDV12","OUT049",509.407597934869
"8984","FDQ58","OUT013",509.407597934869
"8985","NCA18","OUT017",509.407597934869
"8986","FDH52","OUT049",509.407597934869
"8987","FDM24","OUT018",509.407597934869
"8988","NCP43","OUT027",509.407597934869
"8989","NCO18","OUT019",509.407597934869
"8990","FDM32","OUT017",509.407597934869
"8991","NCL07","OUT017",1065.11726817213
"8992","FDK03","OUT013",1065.11726817213
"8993","FDP59","OUT017",116.801537301587
"8994","FDQ24","OUT049",1065.11726817213
"8995","FDQ16","OUT018",1065.11726817213
"8996","FDU44","OUT013",1065.11726817213
"8997","FDH28","OUT010",1065.11726817213
"8998","FDV28","OUT019",1065.11726817213
"8999","FDM22","OUT045",116.801537301587
"9000","FDR56","OUT046",1065.11726817213
"9001","FDV39","OUT049",509.407597934869
"9002","FDU37","OUT019",509.407597934869
"9003","FDQ11","OUT010",116.801537301587
"9004","FDX02","OUT045",509.407597934869
"9005","NCS42","OUT018",509.407597934869
"9006","FDY57","OUT027",509.407597934869
"9007","FDB21","OUT049",509.407597934869
"9008","FDE28","OUT017",509.407597934869
"9009","FDQ55","OUT017",509.407597934869
"9010","FDA48","OUT049",1666.82872917038
"9011","FDZ19","OUT045",1666.82872917038
"9012","NCC43","OUT045",1666.82872917038
"9013","NCV18","OUT046",3064.09172
"9014","NCA42","OUT018",263.26925361552
"9015","FDY45","OUT046",1666.82872917038
"9016","NCC30","OUT045",1666.82872917038
"9017","FDM57","OUT013",263.26925361552
"9018","FDL09","OUT010",1666.82872917038
"9019","FDB09","OUT027",1666.82872917038
"9020","FDT44","OUT035",3064.09172
"9021","NCT06","OUT027",2388.12603163539
"9022","FDX26","OUT049",2388.12603163539
"9023","FDK32","OUT013",2388.12603163539
"9024","DRA12","OUT046",2388.12603163539
"9025","FDO46","OUT010",263.26925361552
"9026","FDE52","OUT013",2388.12603163539
"9027","NCH42","OUT045",2388.12603163539
"9028","FDV08","OUT035",2388.12603163539
"9029","FDB47","OUT018",263.26925361552
"9030","FDC28","OUT010",1065.11726817213
"9031","FDD22","OUT046",1065.11726817213
"9032","FDS07","OUT027",1065.11726817213
"9033","DRI13","OUT045",1065.11726817213
"9034","FDG32","OUT018",1065.11726817213
"9035","FDU14","OUT017",116.801537301587
"9036","FDD28","OUT019",116.801537301587
"9037","NCP41","OUT017",1065.11726817213
"9038","FDS08","OUT049",1065.11726817213
"9039","FDX47","OUT045",1065.11726817213
"9040","FDC53","OUT019",116.801537301587
"9041","FDQ19","OUT035",509.407597934869
"9042","FDL14","OUT045",509.407597934869
"9043","FDM33","OUT019",509.407597934869
"9044","FDA51","OUT045",509.407597934869
"9045","FDZ27","OUT018",509.407597934869
"9046","FDT04","OUT046",509.407597934869
"9047","DRC13","OUT049",116.801537301587
"9048","FDR16","OUT027",509.407597934869
"9049","FDQ03","OUT027",509.407597934869
"9050","FDE38","OUT035",1065.11726817213
"9051","DRH23","OUT027",1065.11726817213
"9052","FDT11","OUT019",1065.11726817213
"9053","FDD09","OUT035",1065.11726817213
"9054","FDR40","OUT045",1065.11726817213
"9055","FDX07","OUT017",1065.11726817213
"9056","FDR07","OUT035",1065.11726817213
"9057","FDA51","OUT017",1065.11726817213
"9058","FDT59","OUT019",1065.11726817213
"9059","FDF20","OUT017",116.801537301587
"9060","FDR13","OUT045",1065.11726817213
"9061","FDY26","OUT049",1065.11726817213
"9062","FDW04","OUT017",1065.11726817213
"9063","FDK52","OUT017",1065.11726817213
"9064","FDN60","OUT049",1065.11726817213
"9065","FDM09","OUT019",1065.11726817213
"9066","FDP46","OUT049",1065.11726817213
"9067","FDB50","OUT019",1065.11726817213
"9068","NCQ29","OUT049",1065.11726817213
"9069","FDP16","OUT027",1065.11726817213
"9070","FDX33","OUT018",1065.11726817213
"9071","FDP07","OUT010",1065.11726817213
"9072","FDN22","OUT046",1065.11726817213
"9073","FDF39","OUT049",1065.11726817213
"9074","FDS21","OUT017",1065.11726817213
"9075","NCM42","OUT013",116.801537301587
"9076","FDK50","OUT019",1065.11726817213
"9077","DRF13","OUT027",116.801537301587
"9078","FDH35","OUT018",1065.11726817213
"9079","FDP60","OUT018",1065.11726817213
"9080","DRJ49","OUT027",1065.11726817213
"9081","NCT42","OUT019",1065.11726817213
"9082","FDE38","OUT049",1065.11726817213
"9083","FDI04","OUT049",1065.11726817213
"9084","NCH54","OUT045",1065.11726817213
"9085","FDT56","OUT049",1666.82872917038
"9086","DRD15","OUT018",1666.82872917038
"9087","FDV58","OUT013",1666.82872917038
"9088","FDP21","OUT049",263.26925361552
"9089","FDH05","OUT013",1666.82872917038
"9090","FDR10","OUT027",1666.82872917038
"9091","NCP06","OUT045",1666.82872917038
"9092","FDF33","OUT049",1666.82872917038
"9093","DRK37","OUT013",263.26925361552
"9094","DRH49","OUT045",3064.09172
"9095","FDT58","OUT013",509.407597934869
"9096","FDD41","OUT018",509.407597934869
"9097","FDP40","OUT018",509.407597934869
"9098","FDM51","OUT027",509.407597934869
"9099","FDO45","OUT010",509.407597934869
"9100","FDW33","OUT010",509.407597934869
"9101","FDY24","OUT045",509.407597934869
"9102","FDB10","OUT010",509.407597934869
"9103","FDM40","OUT035",1666.82872917038
"9104","NCI06","OUT017",263.26925361552
"9105","FDW12","OUT019",1666.82872917038
"9106","FDX48","OUT027",1666.82872917038
"9107","NCW05","OUT027",1666.82872917038
"9108","FDX27","OUT017",263.26925361552
"9109","DRM37","OUT045",1666.82872917038
"9110","FDA38","OUT045",1666.82872917038
"9111","FDR36","OUT046",1666.82872917038
"9112","FDZ45","OUT046",3064.09172
"9113","FDG05","OUT017",2388.12603163539
"9114","FDK28","OUT013",2388.12603163539
"9115","FDV47","OUT045",3064.09172
"9116","FDN21","OUT045",2388.12603163539
"9117","FDP20","OUT027",2388.12603163539
"9118","FDI35","OUT045",2388.12603163539
"9119","DRY23","OUT013",263.26925361552
"9120","FDA56","OUT017",2388.12603163539
"9121","FDB09","OUT013",2388.12603163539
"9122","NCO26","OUT027",3064.09172
"9123","FDQ49","OUT018",1666.82872917038
"9124","FDI52","OUT027",1666.82872917038
"9125","FDZ44","OUT027",1666.82872917038
"9126","FDZ09","OUT018",1666.82872917038
"9127","FDY03","OUT049",1666.82872917038
"9128","NCG42","OUT017",1666.82872917038
"9129","DRI13","OUT027",1666.82872917038
"9130","FDQ32","OUT013",263.26925361552
"9131","FDW16","OUT035",1065.11726817213
"9132","FDU27","OUT046",116.801537301587
"9133","FDR28","OUT010",1065.11726817213
"9134","FDQ49","OUT010",1065.11726817213
"9135","FDS37","OUT046",1065.11726817213
"9136","FDW26","OUT018",1065.11726817213
"9137","FDX12","OUT018",1065.11726817213
"9138","NCP06","OUT013",1065.11726817213
"9139","FDW45","OUT010",1065.11726817213
"9140","NCN30","OUT049",116.801537301587
"9141","FDN24","OUT049",1065.11726817213
"9142","NCL41","OUT027",116.801537301587
"9143","FDR02","OUT019",1065.11726817213
"9144","FDD09","OUT010",1065.11726817213
"9145","FDS33","OUT010",1065.11726817213
"9146","FDU22","OUT045",1065.11726817213
"9147","FDI53","OUT013",1065.11726817213
"9148","DRH01","OUT049",1065.11726817213
"9149","FDX32","OUT013",1065.11726817213
"9150","NCP30","OUT018",1666.82872917038
"9151","FDB60","OUT045",1666.82872917038
"9152","FDB14","OUT049",263.26925361552
"9153","NCP02","OUT035",1666.82872917038
"9154","FDJ10","OUT017",1666.82872917038
"9155","FDG34","OUT046",1666.82872917038
"9156","NCB18","OUT017",3064.09172
"9157","FDM16","OUT049",1666.82872917038
"9158","FDW25","OUT018",1065.11726817213
"9159","FDB35","OUT010",1666.82872917038
"9160","DRN11","OUT013",1065.11726817213
"9161","FDF41","OUT019",1065.11726817213
"9162","FDH16","OUT045",1065.11726817213
"9163","NCQ50","OUT018",1065.11726817213
"9164","DRH23","OUT018",116.801537301587
"9165","DRJ37","OUT013",116.801537301587
